pkg_name,app_name,developer,star,review,download,rating,update_date,description,app_type,size,engines,vt_5,vt_detection,sha
com.techzit.glaciersnowsnowflakewinterwallpapers,"Glacier, Snow, Snowflake, Wint",Toolsfairy,,,100+,Teen,"Aug 18, 2023","Glacier, Snow, Snowflake, Winter mobile application provides below a list of featured latest contents:-♥ Glacier, Snow, Snowflake, Winter HD Wallpapers for Android, iPhone Mobiles♥ Wallpaper Editor for Glacier, Snow, Snowflake, Winter Image to create Personalised Experience♥ Free Download and Share Glacier, Snow, Snowflake, Winter Wallpaper and Country ImagesApp Features:♦ Glacier, Snow, Snowflake, Winter Wallpaper Editor Tools: ♣Stickers ♣Text with Color and Stylish Fonts ♣Colourful and Beautiful Overlays ♣Emoji Collection ♣Image Filters ♣Colourful Drawing on Wallpaper ♣Image Background Eraser ♣Drawing Sharp Eraser ♣Undo and Redo of Image Edits♦ Local Gallery: Local Gallery for your own Customized Image Creations, Designs and edited Images.♦ Latest/Updated Collection: Glacier, Snow, Snowflake, Winter Mobile application provides you with the latest collection of beautiful Wallpapers and Images. We keep you updated, Time to time we keep on adding new Wallpapers and Images to deliver you best app experience with the nice and updated collection.     ♦ Offline Support Feature: Once you open a Wallpapers then you can check out the same later without using your internet connection.     ♦ Wallpapers Greetings: Personalized Photo with beautiful Wallpapers and Editing tools.♦ Favorite Collection Feature: Provide you with a personalized experience, App allows you to like Wallpapers and Images that will be added in your ""Favorite Collection"" and access them directly with ease any time without searching.     ♦ Share Option: You can easily share edited, saved Wallpaper Images with ease just by tapping one button.     ♦ Download Option: All Wallpaper Images can be download and share with the help of handy download option.     ♦ Zoom Feature: App provides you user-friendly pinch zoom to see minute details and easily select the best Wallpaper that you like most. ♦ Search Option: App provides you best search feature for quick access to the latest collection of Wallpaper cards and saves your time.    Disclaimer:    We do not claim ownership of some of the images or data in our App. we are only listing all the publicly available data as it is. The content provided in this applications is the property of respective copyright holders and All rights reserved to the respective owners of the sites. So, for any copyright issue, just contact us via email at tzlabs4u@gmail.com, we will take proper action to change or remove copyright materials. It will take 1-2 business day(s) to remove your images and data.",Personalization,6374285,,0.0,[0.0],7012F267D8EEE8E988BC6E519A533E187AB92280CC0E2CF73CB06D0707988D6F
com.appmake.makeillusions,Make Illusions,Appmakegalaxy,,,100+,Everyone,"Dec 1, 2022","With this wonderful app you can see anything you want to while you close your eyes in real color. Just generate the afterimage and you are set!  You may have heard of the famous Jesus Optical Illusion. You stare at the image with the three centre dots and then you blink and see Jesus. This app is just like that. But you can put your face or anything you like and see it with the blink of your eyes. Just make sure the images are clear because clearer pictures are better to see.Other features include: Create Your Own Moiré Effect IllusionLearn the many different Optical Illusion tricks and types, andview Optical Illusions in day-to-day photosPlease enjoy my app!Source for Moiré Effect Illusion: instructables.com",Entertainment,7177176,,0.0,[0.0],DC97F237E57BB1D8E46A67CC1DAA731174E7318DC2254B7B0E261525E53F6794
duplicatefilefixer.duplicatefilesremover,,,,,,,,,,5803330,,0.0,[0.0],58FD604ECCBC610437B5CCF34ACE14BE3E46D30F0A7366E5FEE40B90D9834602
com.radiostation.supremeradiofmfreeapponline,Supreme FM Radio,DanRiv Apps World,,,500+,Teen,"Nov 18, 2022","With this simple but effective application you will be able to listen to supreme radio fm and all its content 24 hours a day, 7 days a week no matter where you are and what you are doing.Features:* Listen to your favorite radio station anytime & anywhere* Keep listening to your radio while doing other tasks* Full Radio player to display song title and artist name* Easy to use ever for first time users* Simple and beautiful user interface* Powerful control panel to stop/start radio stream from home screen* Clean and simple user interface* Sleep timer to turn on/off your radio* No buffering or interruptions* Quality sound* Don't need to connect the headphonesDisclaimer:All logos/images/names/audios are copyrights of their owners. These logos/images/names/audios are used purely and only for entertainment purposes. No copyright violation & infringement are intended, and any request to remove will be honored.",Music & Audio,7595843,trojan.trojanbanker.androidos.agent.dx,1.0,[1.0],C67241688372060C8192C44106F84F5F84E2EE53100EC4858FCFF57757DF6081
com.dancing.smash.hop.game.tiles.beat.piano.surfer,Cyber Surfer: Beat&Skateboard,Badsnowball Limited,4.3star,109K reviews,50M+,Teen,"Aug 30, 2023","Become a cyberpunk knight and experience different musical fun with your skateboard and lightsaber!🏄In Cyber Surfer, you can experience the music of different styles and different singers just like:  Pop, Rap, EDM, Rock, JPOP, KPOP...Imagine Dragons, Justin Bieber, LiSA, BLACKPINK & BTS，FNF playlist and any song saved on your phone.【How to play】- Move your finger to control the surfer moving from side to side.- Hit the ring of the same color as you- Colors may be changed sometimes!【Game features】- Cyberpunk style music game😎- Various song styles including both global hit songs and your favorite independent music. 🥰- Change weapons and equipment to catch higher scores 🥺- Smashing experience with fun and delight. 😍- More surprises waiting for you! 😉【Access VIP Features now!】- No Ads. No Disturb.- Unlock 200+ hottest songs- Free Revives. Nonstop playing. ""If you love music, you love it.Download now!!!If any producer or label has an issue with any of the music used in the game, please send email to us and it will be deleted immediately if necessary (this includes the images used).Contact us:Are you having problems? Send an email to contact@badsnowball.com",Music,94262969,,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9042AF118180AA48C54209B99FAC3B9A45425C5BF03103749FB43912F4FFC950
islamicbooks.ibnmajah,Sunan Ibn Majah Hadith,Islamic Books,,,5K+,Everyone,"Feb 28, 2023","Sunan Ibn Majah hadith in english is one of the purest hadith books in english language.We have tried to make the app best for the user to read as easy and comfortable. We have included some essentials tools and features to make the app like real hard copy books flavors and feels. Features:✓☆ Full screen mode.✓☆ Night mode.✓☆ Pin page.✓☆ Swipe horizontal reading mode like books.✓☆ Vertical scrolling reading mode. ✓☆ Search by page number.✓☆ Zoom Control by finger touch.✓☆ Screenshot share to Facebook,twitter , whats-app and others sharing sites. Sunan Ibn Majah (Arabic: سُنن ابن ماجه‎) is one of the six major Sunni hadith collections (Kutub al-Sittah). The Sunan was authored by Ibn Mājah (b. 209/824, d. 273/887). It contains over 4,000 aḥādīth in 32 books (kutub) divided into 1,500 chapters (abwāb). About 20 of the traditions it contains were later declared to be forged; such as those dealing with the merits of individuals, tribes or towns, including Ibn Mājah's home town of Qazwin.Sunnis regard this collection as sixth in terms of authenticity of their Six major Hadith collections.Although Ibn Mājah related hadith from scholars across the eastern Islamic world, neither he nor his Sunan were well known outside of his native region of northwestern Iran until the 5th/11th century.Muḥammad ibn Ṭāhir al-Maqdisī (d. 507/1113) remarked that while Ibn Mājah's Sunan was well regarded in Rayy, it was not widely known among the broader community of Muslim jurists outside of Iran. It was also Muḥammad b. Ṭāhir who first proposed a six-book canon of the most authentic Sunni hadith collections in his Shurūṭ al-aʾimma al-sitta, which included Ibn Mājah's Sunan alongside Sahih Bukhari, Sahih Muslim, Sunan Abu Dawud, Sunan Nasai, and Jami al-Tirmidhi. Nonetheless, consensus among Sunni scholars concerning this six-book canon, which included Ibn Mājah's Sunan, did not occur until the 7th/13th century, and even then this consensus was largely contained to the Sunni scholarly community in the eastern Islamic world.[4] Scholars such as al-Nawawi (d. 676/1277) and Ibn Khaldun (d. 808/1405) excluded Sunan Ibn Mājah from their lists of canonical Sunni hadith collections, while others replaced it with either the Muwaṭṭaʾ of Imām Mālik or with the Sunan ad-Dārimī. It was not until Ibn al-Qaisarani's formal standardization of the Sunni hadith cannon into six books in the 11th century that Ibn Majah's collection was regarded as the esteem granted to the five other books.The Quran also romanized Qur'an or Koran,is the central religious text of Islam, believed by Muslims to be a revelation from God.It is widely regarded as the finest work in classical Arabic literature.It is organized in 114 chapters, which consist of verses.Muslims believe that the Quran was orally revealed by God to the final prophet, Muhammad, through the archangel Gabriel (Jibril), incrementally over a period of some 23 years.Hadith literally means talk or discourse or Athar in Islam refers to what Muslims believe to be a record of the words, actions, and the silent approval of the Islamic prophet Muhammad. Hadith have been called the backbone of Islamic civilisation, and within that religion the authority of Hadith as a source for religious law and moral guidance ranks second only to that of the Quran (which Muslims hold to be the word of Allah revealed to his messenger Muhammad).",Books & Reference,11985539,,0.0,"[0.0, 0.0, 0.0]",A39DA15A3A5F6C3952214AC081C9D21B670E4CB72730AF91237C8431F187EC8B
com.erl.droidballs,Jackpot Lottery,Data Scope Solutions,4.5star,104 reviews,10K+,Teen,"Apr 11, 2023",Generate your next numbers based on hot and cold numbers. A fun way to choose you next lotto numbers.Features include:History and last draw resultsGenerate your numbers base on 🔥 Hot & ❄️ Cold numbersConfigure filters	Filter out unlikely combinations of number	Past drawings are run through your configured filters	You can analyze this data in the charts section to further improve you filtersLottery Wheels	Lottery wheels are a great way to maximize the chance of winning the lottery.Historical analysis	Use the graphical charts to help configure your filters by analyzing the historical dataCreate custom game,Entertainment,12329021,,0.0,[0.0],6CA17D4A51704DDCE80DA4D05A0364E788D318464887A09FC889C18D8F8F85E5
com.wolflive.hdwallpaper,Wolf Live Wallpaper 4K,ariaulia studio,4.5star,124 reviews,10K+,Everyone,"Dec 20, 2020","Wolf Live Wallpaper HD 4K If you are looking for the best wolf wallpaper, this is the best app for you. We have lots of the best live wallpaper collection that will make your smartphone looks so cool. All the live wallpapers are collected from the best moving wolf wallpaper around the web so that you can only get the best wallpaper. Main Features✓ 100% Free to use✓ Universal app, install on any Android device with AMOLED display including tablets✓ Amazing premium collection of wallpapers with High resolution✓ Minimal & Easy User Interface✓ One-click Wallpaper setup✓ One-click Wallpaper saves✓ One-click Share wallpapers✓ Make your own Favorite wallpaper listWolf Live Wallpaper CollectionsAre you looking for wolf wallpaper live? Here is the best wolf Wallpaper collection for you. Our moving wolf pictures can be the best live wallpaper for your smartphone. The wolf wallpapers that you will find here are free to use:☆ 3D Wolf Wallpaper Live☆ Flame Wolf Wallpaper Live☆ Animal Wallpaper LiveSo, what are you waiting for? Download and install our Moving Wolf Wallpaper to make your smartphone looks so cool.DisclaimerWe do not import or use any personal information or files in your media library, storage or contact list. The content in our app is not affiliated with, endorsed, sponsored, or specifically approved by any company. All copyright and trademarks are owned by their respective owners. The images in this Wolf Live Wallpaper app are collected from around the web, if we are in breach of copyright, please let us know and it will be removed as soon as possible.",Personalization,7595572,,0.0,[0.0],AACBB03F825572478643460B443DABB7D4ADCAA44EA393F7631207BD7D2AA3EA
com.wafasoft.madani_urdu_islamic_calendar,Sunni Razvi Urdu Calendar 2023,WafaSoft,,,100K+,Teen,"Jan 3, 2023",Sunni Razvi Calendar 2023 is Muslim Urdu calendar سنی رضوی اردو اسلامی کیلنڈر Content In This App.12 month and Islamic 12 months Islamic Dates Auliya Ki Ziyarat wa Aaraas Auliya wa Ulma Ki Wiladat wa Wafat and  more Information. Features In This App:Zoom In / OutEasy To UseAuto bookmarkSimple UI,Books & Reference,38689339,,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",391E7C219B39349D985FE3D2E68F69FCB8D32785B0F951A3BEEFE2994946467E
com.neama_reda.muraqidahlalbayt,مراقد أهل البيت في القاهرة,Neama Reda,,,100+,Everyone,"Dec 10, 2021",تطبيق مراقد أهل البيت في القاهرة  به حل لكثير من المشكلات ، وتحقيق لكثير من الواقعات حول مشاهد آل البيت رضي‌الله‌عنهم.وملحق به حياة الأرواح بعد الموت,Books & Reference,4878372,,0.0,[0.0],254E4843136D32876663ABAD5CF27825B17A43CC10FA0F7E914D50850A535F27
stereo.ayapa,Stereo Ayapa,Mr Dago,,,10+,Everyone,"May 25, 2020","We are a radio that transmits via Internet from New York City with a varied programming, and our goal is to bring entertainment and fun to our Hispanic community in the United States. Enjoy the best hits of Latin music in all genres,Balada, Reggae, Ranchera, Cumbia, Punta, Vallenato, Gruperas, Reggaeton, Boleros, Norteña, Bachata, Merengue.Follow us on twitter here https://twitter.com/stereoayapa?Become fans of us on Facebook here https://www.facebook.com/STEREOAYAPA?ref=hlReport your tuning here tel.347-467-0565 through whatsapp.",Music & Audio,9237428,,0.0,[0.0],B8878BF46343F861974B93A5DFC0E3B7DE7FB1E79BE2A7E6B93E92B2D1BC3EC5
com.nehalemx.martingalecalculator2,MartinGale Calculator,NehalemX,,,10K+,Everyone,"Jul 25, 2023","In Binary options, if you want to make real money you need to use martingale strategy to compensate your loss. But manually calculating bets it's long and not every time correct process.So I made this small app to help you with calculating bets for martingale.",Finance,3514756,,0.0,[0.0],A16F5E46FB1CC446D480C23B00B026801898E2F014173CC6C2454246E73C7DAF
com.allnews.hindi,,,,,,,,,,13264870,,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",B64064BB8586DFBF1686030726E10BCFE196C68A1D190F8B5F2660902D124D49
com.gamesrushti.urducalendar,Urdu Calendar 2024 Islamic,gamesrushti,4.5star,7.17K reviews,1M+,Everyone,"Jul 10, 2023","No.1 2024 Urdu Calendar ⭐️ Best of 2024 ka calendar ⭐️ Daily Prayer TimingsAll features of the 2024 Calendar works  and very small in size✪ Urdu Calendar 2024 with fully information of the all dates of the months  and dates of the and can easily begin the work schedule of that date. The Urdu 2024 calendar is extremely helpful for Islamic people who know all   the special days and fasting days for 2024✪Users can access the Urdu Islamic Calendar 2024 app any where in the  world for no charge, and it provides information such as government  holidays, festival lists, ramadan kareem namaz schedule, and many other  things. This calendar app  2024–2025 provides information on the calendar  for every month.✪This app brings you Calendar in Urdu language, Govt and Bank holidays,  Islamic festivals, Urs markings of Islamic people (Aulia Allah)✪ For our Islamic and Muslim culture, the Urdu calendar 2024 is a very useful  app for deciding the right days of all Islamic months. It includes unique  details for every Islamic month. It still has months to follow, Muharram, Safar, Rabiul-Awwal, Rabi-uthani, Jumadi-ul-Awwal, Jumadi-  uthani, Rajab, Sha’ban, Ramadan,S hawwal, Zhul-Q’ada, Zhul-Hijja➥ FEATURES OF Urdu Calendar 2024 ( Islamic )- 2025☪ Urdu Daily Calendar 2023 - 2024☪ All Festivals, Celebrations, 2024  Govt holidays☪ Important Islamic Dates included☪ Ramadan kalender 2024☪ Namaz time table chart 2024☪ ramadan calendar iftar timing 2024☪ Urdu calendar 2024 easily find the timing and position of Sunrise, Sunset,☪  list of festivals in Urdu & Hindi every month.☪ 2023 Islamic Festival, Celebrations details☪ Hijri calendar with hijri date and kalender islam☪ Arabic calendar with arabic date ☪ Urs Markings of pious people(Aulia allah) - تقویم نجومی اسلامی☪ Urdu auspicious days like Ramzan, Eid, Hajj, Umrah, ashura ☪ Lists arabic months, islamic date, ramadan calendar & khmer calendar☪ Beautiful Urdu calendar for the year - اسلامی کیلنڈر  2024☪ Urdu almanac for 2024 (मुस्लिम कैलेंडर)☪ Namaz timings - today☪ Islamic Festival, Celebrations details - اردو کیلنڈر  2024☪ islamic Calendar  2024  which shows all the important dates festivals☪ Bank Holidays and Govt Holidays - اسلامی کیلنڈر 2024☪ Urdu hindi calendar Islamic☪ Muslim Holiday List☪ Muslim  2024 festivals List☪ Urdu Daily Calendar  2024☪ All Festivals, Celebrations, Govt holidays☪ Urs Markings of pious people(Aulia allah)☪ Important Islamic Dates includes☪ Islamic Hijri Calendar  2024☪ Sunni Jantri  2024☪ Urdu Islamic Calendar 2024☪ 2023 Urdu Calendar☪ Islamic Calendar 1445 - 1446☪ Beautiful Urdu calendar for the  2024 year☪ Islamic Urdu calendar for  2024☪ Indian Urdu hindi Calendar☪ Indian Muslim festival calendar☪ Muslim Quote  beautiful Islamic images.☪ View a list of Islamic Events, ☪ Rizvi urdu calendar☪ Best Urdu calendar for  2024☪ Bank Holidays and Govt Holidays  2024☪ 100 Duas from Hisnul Muslim☪ 99 Names of AllahThanks for downloading Urdu Calendar 2024 -2025اردو کیلنڈر  ‎ application!",Productivity,26789957,,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8A23833EE5E3628438211DE915E5403DD5A810E604AC655E01210D16260EAFD2
com.biblia_sagrada_palavra_viva_free.biblia_sagrada_palavra_viva_free,Bíblia Palavra Viva,Zavarise Apps,4.5star,21.4K reviews,500K+,Everyone,"Mar 3, 2023","The Living Word Bible was developed with the aim of offering the user the most complete and effective features in the same application.This App will provide you with full communion with God every time you use it, as it was inspired by the Holy Spirit, and its content will allow you to meditate and study the Bible, Holy Word of the Father.This channel facilitates the understanding of the Holy Scriptures, as it has the translation of João Ferreira de Almeida, with the Almeida Corrigida Fiel version (ACF - Edition 2011), in addition, a huge amount, in terms of the diversity of functions, is available to you reader.Daily food was created with the aim of meeting your soul's needs daily through the word of God. With this function you will have at your disposal messages revealed by the Holy Spirit.The Share function allows you to send messages and Bible verses, segregated by theme such as: love, faith, rest, deliverance, prayer, forgiveness, salvation, etc., to your contacts on your social networks. People will be blessed through this tool.The Living Word Bible also has, in its functionalities, Gospel Radio that, in addition to evangelical hymns and praises, will keep you up to date with global news and information.You will be totally encouraged to read the Bible, as the Reading Plan function keeps track of the books and chapters already read.MP3 Audio Bible – This tool allows you to listen to the Word of God, without jeopardizing your routine, allowing you to perform any daily activities.The Living Word – is a modality through which the Lord will speak to your heart, as it was constructed through random verses, selected automatically by the Application, and you will still be able to share;Complete Bible Dictionary – Provides easy search or research;The Bible for ZAP also has several features, namely:Biblical Key - With this function you will be able to carry out research on various topics contained in the Holy Scriptures;Curiosities and meanings of names and places – This tool will expand your knowledge, through access to information contained in the Word of God;Moment of Prayer – With quiet and peaceful sounds, they propose moments of communion to pray and meditate, besides you can register your prayer requests where brothers from everywhere will intercede for your life.Hobbies Quiz, Puzzle and Memory Game – These entertainments will make your moments more relaxed and fun, by offering you leisure and spiritual growth, while you learn and add knowledge;Online Gospel Radio – With this service you will always be up to date with global news and general knowledge, in addition to constantly enjoying gospel and evangelical hymns and praises;We wish you an excellent reading and that your experiences are incredible when using this application!May you be constantly filled with the Holy Spirit and may the Living Word Bible be light for your path! We are praying for you!“Your word is a lamp to my feet, and a light to my path.” Psalm 119:105",Books & Reference,22760340,,1.0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 4.0, 3.0, 3.0]",CF2D4B7E84190E1F61B2690FAD9960146B5EFFAE026978B055D833571D4A69E2
com.rr.lordshivawallpapers,Lord Shiva Wallpapers & Quotes,RR Mobile Apps,,,10K+,Mature 17+,"Jul 21, 2023","Shiva (or Siva) is one of the most important gods in the Hindu pantheon and, along with Brahma and Vishnu, is considered a member of the holy trinity (Trimurti) of Hinduism. A complex character, he may represent goodness, and benevolence, and serve as the Protector. He is also associated with Time, and particularly as the destroyer of all things. Nevertheless, Shiva is also associated with creation. Mahadev Shiva Wallpapers are very popular among Lord. Hindu God Shiva has different names like Trimurti, Devo ke dev Mahadev, Shiv Shankar, Shambu, Shivay, Mahakal, Bholenath, etc.Features:-App is available in offline.-Easy to download and easy to share.-Best user interface-All the pictures in HD quality.-Easy to set as wallpaper.-Slide image front and back.-Zoom in and Zoom Out option-Easy to share the image through Facebook, Instagram, Twitter, and Whatsapp, etc.-This is a free Application.Disclaimer:All images are copyright of their respective owners. All the images in this app are available on public domains.No copyright infringement is intended, and any request to remove one of the images will be honored. If you have any queries regarding this app then please mail us.",Personalization,35127581,,0.0,[0.0],81C3FA42BD9137D9C0E376561926B426D27FDC82B33D16CE28A03262F5728ACC
takatakvideodownloader.videodownloaderfortakatak,,,,,,,,,,4217819,,0.0,[0.0],852C31AA5ED607F29A565EDD960DF6E7BEEB46437B0BF101AC6D115ED3D5D7D3
com.circledev.yasin_dan_tahlil,Surat Yasin dan Tahlil (Audio),Circledev,,,10K+,Everyone,"Nov 9, 2022","Surah Yasin (Surah Yaasiin / Yaseen) and Tahlil are equipped with audio and translations.Supported in three languages ​​and translations: Arabic, Indonesian and English (English).Thus, I hope this YASIN and TAHLIL application is useful. Please spread this application to other Muslim brothers, hopefully you will also get the reward of zariah for sharing the good deeds.Criticism, suggestions for improving the application in the next update are very welcome.Jazakumullah khoiron katsiir for his support by giving the best rating on this application. May be useful.",Education,34531038,,0.0,"[0.0, 0.0, 0.0]",3910B336F19F8C218D72E8880BCA9CE575BEE2A9AB010924CE07E5208D2B2E9C
com.circledev.nirvana,Grunge Nirvana The Greatest,Circledev,4.3star,45 reviews,1K+,Mature 17+,"Jun 8, 2022","This application was made by Nirvana fans, and it's unofficial.This app is free, easy to use.Play offline without an internet connection with offline lyrics.Disclaimer:All content in this application is not our trademark. We only get content from search engines and websites. The copyright of all content in this application is fully owned by the creator, musician and music label concerned. We aim to promote these songs so there is no download feature in this application. If you are the copyright holder of the songs contained in this application and do not like your song being displayed, please contact us through the email developer and let us know about the ownership status of the song.",Music & Audio,56668146,,0.0,[0.0],85264DA99008847EC0852FD25FF010E1724F95E28068C8C4C71E66A07D5516AF
com.haloandroid.tclndialects,,,,,,,,,,23253914,,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",D342B4D99933919923FB673F78D1968C491CEED329112F8F5E494E13211C5B99
com.meeboxmarketing.imagenesvirgenmaria,Imagenes Virgen Maria,Meebox Marketing SLU,,,5K+,Everyone,"Jan 19, 2021","Download now this app to get access to a wide collection of images of the Virgin Mary of all types, such as drawings, sculptures, photos, cartoons and others.Are you a fan of the Virgin Mary and want to have pictures of her on your phone? Well this is your app! You can use the photos of the virgins as wallpaper or profile picture. The best religious app with photos of the Virgin Mary.Details:[+] Image gallery of the Virgin Mary[+] Special Puzzle[+] Section to rate the app[+] Section to write your notes[+] Contact section[+] Section with other very interesting free apps!",Lifestyle,17930765,,0.0,[0.0],0CC968B0AF072EA4F6C703E850F2370D521812E8A0DFA3E4C513CB25629B47E0
com.sas.djmixer.dj3d.djmusic.edjingdjturntable.discdj.crossdjfree.djstudio.playermp3.djmashup.musicmixplayer.djnamemixer,DJ Music Mixer Player : Free M,Snap Art Studio,,,5K+,Everyone,"Feb 3, 2021","DJ Music Mixer Player : Free Music MixerVirtual Mixer : DJStudio is a free, robust and powerful party-proof virtual turntable for DJs which enables you to mix, remix, scratch, loop or pitch your music in the palm of your hands. Designed to be user friendly, social and responsive, you now have the keys to mix your music and rule the party.With this 3D DJ Mixer Name : DJ Mixer Music any song can be remake Music mixing software, on the other hand, allows for open-ended non-linear composition. This is because the emphasis on music mixing software is on music loops, not full tracks. dj loops song can be combined, repeated, edited and distorted in an infinite variety of music format.now DJ Mixer Software : DJ Songs Studio Mixes you can mix music adding 2 songs in disc dj like a real music mixer and playing this on a party its simple to with this virtual music remixer to add much effects and dj sounds into you favorite songs. music DJ Editor : DJ Name Mixer allows you to play music to become like a real music professional DJ mixer.Designed by and for professional DJs, the form and feel and ergonomics of this new digital DJ solution are created specifically for this mixing interface to become as intuitive as possible. DJ Mixer Player Music - DJ Song Player between texture and color for sound effects for easy navigation. The real-time audio processing functions, ultra-fast sound and accuracy in audio analysis help you get the best mixtape.Key feature of DJ Music & Audio – DJ Mixer Music:- Two awesome realistic TURNTABLES for a music maniac, DJ Mixer.- Customise your decks with up to 7 skins.- Access and browse your mp3 music library by folder, artist, album, name.- Central control to play/pause next/previous both the discs.- Edit and re-order playlist.- 3-bands equaliser for each deck.- Seek within track, show elapsed and remaining time, play 2 songs simultaneously and cross-fade between them.- 3D transition effects on screens and folders switching for DJ.- IN/OUT and beat based loops.- Mixer with playlist, equalizer, volume controls and many features.- Elegant and simple DJ virtual 3D screen navigation.- Audio recording and playback.- Low Pass Filter & High Pass Filter.- Accurate Display waves bpm music dj sound.- High-quality sound samples to add dj controller to edit.- Use SFX and filters simply by swiping your finger across the screen- Pitch and volume controls Support for all popular audio formats.- Share your mixes on the SoundCloud social network.- Optimized For all mobile devices and tablets.- Good quality fully free dj software.- UI is simple, easy to use mashupDJ Songs Mixer with Music is an application with features remixes of the song, the beginning, the loop to create, save and playlists. its easy for amateur DJ lovers, come with many features try it now you will love this DJ simulator app and make music professionally.If you have issues with this software or if you have some questions don't hesitate to write us an email.Thank you for using DJ Mixer pro - DJ Virtual Music app, give us your feedback and rate for us!",Music & Audio,14775017,,0.0,"[0.0, 0.0]",7D4E38C10FFD392BE9EADDE9988FB93AEA9DDF6D16E6C501F16FDD9854F32C6F
com.hdwallpapers.wallpapers.livewallpapers.backgrounds,,,,,,,,,,22196765,,0.0,[0.0],0F41B2898AD132F10CA6EECD8059DAE293066C105CF2F0CB3E83DC2EF3DA7EE0
diamantes.gratisff,,,,,,,,,,8078287,,0.0,[0.0],02A06D3EC015E0559DE4C247ED1037E33E8B65FB360810A7FF2ADBE82946F849
com.allnews.nepali,,,,,,,,,,14924658,,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",47509791E7D643B091F6EE44A0F03C86B3F3B437621E327D789A55C50FA83D81
com.allnews.marathi,,,,,,,,,,14846774,,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",7C5F7384E7CCD037788FB20FE09D0839A271AEF94F6A4E9CABC06D00132A804D
com.ko.toeic.categoryword,分類英単語 for the TOEIC® TEST,h-study,,,10K+,Everyone,"Mar 22, 2023","It is a free app for word memory!Recommended for those who are not good at English!--------------------This application contains 1500 words of English words and Idioms frequently used in TOEIC.Depending on the usage, it is divided into six types, such as business, finance, life, travel, shopping, and emotion.It is an application for TOEIC English word memorization that can be used conveniently.Feature Description■ Word learning ■・ If you select learning, the shot carts of all 6 categories are displayed on the main screen.Also, under each category, depending on the specific use case, all 1,500 words are divided into 50 lessons.In learning mode, the learning progress of each lesson can be learned automatically, so you can learn efficiently.・ English pronunciation, example sentences and translated sentences are included.・ If you have a favorite word, you can check it with just the left and right slide. Moreover, depending on the degree of difficulty of the word, you can select the check level.・ The progress of word learning can be remembered, so you can continue learning the next time you enter.■ Word list ■Features such as all word lists, search and favorites.・ ABC order: list of ordered words such as a, b, c ...-Classification: Word list sorted by business, finance, life, travel, shopping, emotions;・ Favorite: Word list by level;Mistaken: A list of words sorted by the number of times the answer was incorrect during a test or challenge;Untested: A list of words that have not been tested even once;In addition, search function can search English and Japanese at once.■ Test & Challenge ■After selecting the test scope and setting the test conditions, test or challenge the word.The test range is of the following types:-By Unit (Lesson): All the words in each lesson are targeted, and the test progress (words that correct) can be remembered;・ From all words: Combine the 50 lessons freely and choose the range;・ Classification: Select the range from business, finance, life, travel, shopping, emotion, etc. classification;• Frequently mistaken words: select test range by wrong number of times such as 1 time, 1 to 3 times, 3 to 5 times, 5 to 10 times, 10 times or more;・ From Favorites: Select test range by favorite check level;During the test, you can pause, retry and favorite check functions, and retest only the wrong words.■ Review ■・ Words that are incorrect in the test are listed by date and displayed as a list, so you can see at a glance which word was wrong. In addition, you can retest on the words of that date.■ Report ■・ The number of learned words is displayed in a graph, making it easy to see the progress of learning.・ Test results, correct answer rates, incorrect answer rates are displayed in the form of a chart, enabling you to gain a detailed understanding of your learning scores.・ The correct answer rate according to classification is also displayed as a chart, and learning effects can be understood in many ways.・ The chart by the number of wrong words is also displayed, you can check the word situation that became a learning problem immediately.It is important to study English every day. Aim for a high TOEIC score with this application!■ Settings ■Features such as learning history deletion, test results deletion, favorites deletion and sound effects settings;-----    TOEIC is a registered trademark of Educational Testing Service (ETS).    This product is not endorsed or approved by ETS.-----",Education,18748940,trojan ( 0053576b1 ) a variant of android/packed.jiagu.d potentially unsafe pua.androidos.jiagu riskware/packaginguntrustworthyjiagu!android,6.0,"[4.0, 6.0]",C98A2DC33E0696DA8EBC5D33B1B6AF112421E12000ECCB4A18426E87C2222C8C
